Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T007384,FT-C00560,2/25/26 9:03,Transfer,144178.13,POS,Android,Abuja,No,Successful,No
FT-T007385,FT-C01285,2/25/26 9:13,Transfer,362239.24,ATM,Android,Benin City,No,Successful,Yes
FT-T007386,FT-C00573,2/25/26 9:24,Transfer,174643.75,POS,iOS,Port Harcourt,No,Successful,No
FT-T007387,FT-C00602,2/25/26 9:35,Cash Withdrawal,200018.18,POS,iOS,Benin City,No,Successful,No
FT-T007388,FT-C01383,2/25/26 9:46,Transfer,47824,USSD,Web Browser,Enugu,No,Successful,Yes
FT-T007389,FT-C00255,2/25/26 9:57,Transfer,412521.63,Mobile App,iOS,Enugu,No,Successful,No
FT-T007390,FT-C00602,2/25/26 10:07,Bill Payment,6935.41,USSD,Web Browser,Abuja,No,Successful,No
FT-T007391,FT-C00280,2/25/26 10:18,Card Purchase,48404.47,Mobile App,Android,Kano,Yes,Successful,No
FT-T007392,FT-C00117,2/25/26 10:29,Airtime/Data,41926.51,Web,iOS,Benin City,No,Successful,No
FT-T007393,FT-C00610,2/25/26 10:40,Deposit,104232.48,POS,Web Browser,Enugu,No,Successful,No
FT-T007394,FT-C01186,2/25/26 10:51,Bill Payment,79508.1,USSD,Android,Enugu,No,Successful,No
FT-T007395,FT-C00852,2/25/26 11:01,Transfer,2807.36,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T007396,FT-C00298,2/25/26 11:12,Cash Withdrawal,5248.59,USSD,POS Terminal,Ibadan,No,Successful,No
FT-T007397,FT-C00916,2/25/26 11:23,Bill Payment,4102.34,USSD,Android,Ibadan,No,Successful,No
FT-T007398,FT-C01321,2/25/26 11:34,Bill Payment,5861.36,POS,Android,Benin City,No,Failed,No
FT-T007399,FT-C01382,2/25/26 11:45,Transfer,223934.58,Mobile App,iOS,Abuja,No,Successful,Yes
FT-T007400,FT-C00518,2/25/26 11:55,Cash Withdrawal,134598.71,POS,Web Browser,Enugu,No,Successful,No
FT-T007401,FT-C00378,2/25/26 12:06,Cash Withdrawal,37822.39,ATM,Android,Abuja,No,Successful,Yes
FT-T007402,FT-C00426,2/25/26 12:17,Card Purchase,1325.84,Mobile App,iOS,Benin City,No,Successful,No
FT-T007403,FT-C00537,2/25/26 12:28,Cash Withdrawal,3770.6,USSD,POS Terminal,Port Harcourt,No,Successful,No
FT-T007404,FT-C00553,2/25/26 12:39,Transfer,36753,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T007405,FT-C00169,2/25/26 12:49,Cash Withdrawal,16109.95,Mobile App,iOS,Abuja,No,Successful,No
FT-T007406,FT-C00515,2/25/26 13:00,Cash Withdrawal,4168.18,Mobile App,iOS,Benin City,No,Successful,No
FT-T007407,FT-C01388,2/25/26 13:11,Transfer,1570.3,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T007408,FT-C00430,2/25/26 13:22,Deposit,113747.08,Web,Android,Kano,No,Successful,Yes
FT-T007409,FT-C00569,2/25/26 13:33,Deposit,205932.04,USSD,POS Terminal,Kaduna,No,Successful,No
FT-T007410,FT-C00083,2/25/26 13:43,Transfer,2957.52,USSD,Web Browser,Benin City,No,Successful,No
FT-T007411,FT-C00330,2/25/26 13:54,Transfer,9001.07,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T007412,FT-C00691,2/25/26 14:05,Cash Withdrawal,51394.45,Mobile App,Android,Benin City,No,Failed,Yes
FT-T007413,FT-C01157,2/25/26 14:16,Card Purchase,6035.18,Mobile App,Android,Enugu,No,Successful,No
FT-T007414,FT-C00457,2/25/26 14:27,Card Purchase,140487.86,Web,Android,Benin City,No,Successful,No
FT-T007415,FT-C00353,2/25/26 14:37,Bill Payment,993.53,USSD,iOS,Benin City,No,Successful,No
FT-T007416,FT-C00344,2/25/26 14:48,Airtime/Data,20223.62,Mobile App,ATM Terminal,Lagos,Yes,Successful,Yes
FT-T007417,FT-C01118,2/25/26 14:59,Card Purchase,2125.39,Mobile App,iOS,Abuja,No,Successful,No
FT-T007418,FT-C01406,2/25/26 15:10,Transfer,53539.36,POS,Android,Lagos,No,Successful,No
FT-T007419,FT-C00762,2/25/26 15:21,Cash Withdrawal,4058.31,ATM,Android,Ibadan,No,Successful,No
FT-T007420,FT-C01319,2/25/26 15:31,Cash Withdrawal,207747.69,Mobile App,iOS,Abuja,No,Successful,No
FT-T007421,FT-C00198,2/25/26 15:42,Deposit,1388.79,POS,Web Browser,Enugu,No,Successful,No
FT-T007422,FT-C00079,2/25/26 15:53,Transfer,16450.7,Mobile App,Web Browser,Ibadan,No,Successful,No
FT-T007423,FT-C00678,2/25/26 16:04,Card Purchase,101546.48,POS,POS Terminal,Kaduna,Yes,Successful,Yes
FT-T007424,FT-C00551,2/25/26 16:15,Card Purchase,6059.11,Web,POS Terminal,Abuja,No,Successful,No
FT-T007425,FT-C00820,2/25/26 16:25,Cash Withdrawal,103538.03,POS,Android,Abuja,No,Successful,Yes
FT-T007426,FT-C00214,2/25/26 16:36,Transfer,319885.19,Web,Web Browser,Kano,No,Successful,Yes
FT-T007427,FT-C00669,2/25/26 16:47,Deposit,1559.54,Mobile App,Android,Kaduna,No,Successful,No
FT-T007428,FT-C00989,2/25/26 16:58,Card Purchase,6840.72,ATM,Android,Kano,No,Successful,No
FT-T007429,FT-C00894,2/25/26 17:09,Deposit,89730.37,Mobile App,iOS,Lagos,No,Successful,No
FT-T007430,FT-C00159,2/25/26 17:19,Card Purchase,61522.81,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T007431,FT-C00739,2/25/26 17:30,Cash Withdrawal,2461.71,Web,iOS,Ibadan,No,Successful,No
FT-T007432,FT-C00557,2/25/26 17:41,Airtime/Data,3386.38,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T007433,FT-C00201,2/25/26 17:52,Airtime/Data,275.25,POS,iOS,Lagos,Yes,Failed,No
FT-T007434,FT-C00022,2/25/26 18:03,Airtime/Data,10934.36,ATM,Android,Kaduna,No,Successful,No
FT-T007435,FT-C01363,2/25/26 18:13,Transfer,3466.23,Mobile App,iOS,Kaduna,No,Successful,Yes
FT-T007436,FT-C01266,2/25/26 18:24,Card Purchase,1674.71,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T007437,FT-C01262,2/25/26 18:35,Transfer,94005.08,POS,Android,Benin City,No,Successful,No
FT-T007438,FT-C01173,2/25/26 18:46,Card Purchase,65515.72,Mobile App,Android,Abuja,No,Pending,No
FT-T007439,FT-C00785,2/25/26 18:57,Transfer,5167.36,ATM,iOS,Abuja,No,Successful,Yes
FT-T007440,FT-C00007,2/25/26 19:07,Cash Withdrawal,15907.93,Mobile App,Android,Kano,No,Successful,Yes
FT-T007441,FT-C01257,2/25/26 19:18,Bill Payment,19708.04,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T007442,FT-C00804,2/25/26 19:29,Card Purchase,35262.79,ATM,Web Browser,Kaduna,No,Successful,No
FT-T007443,FT-C00768,2/25/26 19:40,Deposit,155260.59,POS,iOS,Kaduna,No,Successful,No
FT-T007444,FT-C00579,2/25/26 19:51,Transfer,7116.56,ATM,POS Terminal,Benin City,No,Successful,No
FT-T007445,FT-C01101,2/25/26 20:01,Deposit,33569.52,ATM,Android,Lagos,No,Successful,No
FT-T007446,FT-C00489,2/25/26 20:12,Transfer,1053.41,Web,iOS,Abuja,No,Successful,No
FT-T007447,FT-C00926,2/25/26 20:23,Card Purchase,129521.31,Web,iOS,Benin City,No,Reversed,No
FT-T007448,FT-C00087,2/25/26 20:34,Card Purchase,26653.89,Web,iOS,Kaduna,No,Successful,Yes
FT-T007449,FT-C00222,2/25/26 20:45,Deposit,11708.03,Mobile App,Android,Ibadan,No,Successful,No
FT-T007450,FT-C00413,2/25/26 20:55,Airtime/Data,1126.04,Web,iOS,Port Harcourt,No,Successful,No
FT-T007451,FT-C00584,2/25/26 21:06,Transfer,925.3,Mobile App,ATM Terminal,Benin City,No,Successful,Yes
FT-T007452,FT-C00202,2/25/26 21:17,Transfer,11190.05,ATM,Android,Port Harcourt,No,Successful,No
FT-T007453,FT-C00571,2/25/26 21:28,Cash Withdrawal,41102.77,Web,Android,Ibadan,No,Successful,No
FT-T007454,FT-C01300,2/25/26 21:39,Card Purchase,132880.68,USSD,Android,Lagos,Yes,Successful,Yes
FT-T007455,FT-C00221,2/25/26 21:49,Cash Withdrawal,35716.86,Web,iOS,Lagos,No,Successful,Yes
FT-T007456,FT-C00157,2/25/26 22:00,Transfer,41814.75,ATM,Android,Enugu,No,Successful,Yes
FT-T007457,FT-C01205,2/25/26 22:11,Bill Payment,32250.17,ATM,Android,Kaduna,No,Successful,No
FT-T007458,FT-C00129,2/25/26 22:22,Transfer,16034.59,ATM,ATM Terminal,Port Harcourt,No,Successful,No
FT-T007459,FT-C01267,2/25/26 22:33,Card Purchase,368.47,Mobile App,Web Browser,Enugu,Yes,Successful,No
FT-T007460,FT-C01196,2/25/26 22:43,Transfer,212728.06,Mobile App,Android,Kaduna,No,Successful,No
FT-T007461,FT-C00877,2/25/26 22:54,Airtime/Data,1219.71,Web,Android,Benin City,No,Successful,No
FT-T007462,FT-C00270,2/25/26 23:05,Transfer,405423.07,POS,POS Terminal,Benin City,No,Successful,No
FT-T007463,FT-C01445,2/25/26 23:16,Bill Payment,4305.84,ATM,POS Terminal,Kaduna,No,Reversed,No
FT-T007464,FT-C00163,2/25/26 23:27,Transfer,47140.28,Web,Web Browser,Port Harcourt,No,Failed,No
FT-T007465,FT-C00955,2/25/26 23:37,Card Purchase,5684.86,Mobile App,Android,Ibadan,No,Pending,No
FT-T007466,FT-C00024,2/25/26 23:48,Airtime/Data,423.93,POS,Android,Enugu,No,Successful,No
FT-T007467,FT-C00497,2/25/26 23:59,Transfer,280992.54,POS,Web Browser,Kaduna,No,Successful,No
FT-T007468,FT-C00193,2/26/26 0:10,Deposit,60872.04,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T007469,FT-C00878,2/26/26 0:21,Airtime/Data,1644.16,POS,Unspecified,Kaduna,No,Failed,No
FT-T007470,FT-C00390,2/26/26 0:31,Bill Payment,1073.26,Mobile App,iOS,Ibadan,No,Pending,No
FT-T007471,FT-C00497,2/26/26 0:42,Transfer,447274.96,POS,Android,Kaduna,No,Successful,No
FT-T007472,FT-C00964,2/26/26 0:53,Deposit,352189.99,ATM,Android,Ibadan,No,Successful,Yes
FT-T007473,FT-C00806,2/26/26 1:04,Deposit,15953.83,Mobile App,ATM Terminal,Kano,No,Pending,Yes
FT-T007474,FT-C00129,2/26/26 1:15,Airtime/Data,290.24,Mobile App,POS Terminal,Kaduna,No,Reversed,Yes
FT-T007475,FT-C01021,2/26/26 1:25,Deposit,1214.68,ATM,POS Terminal,Benin City,No,Successful,No
FT-T007476,FT-C00553,2/26/26 1:36,Card Purchase,792.4,ATM,iOS,Benin City,No,Successful,No
FT-T007477,FT-C01060,2/26/26 1:47,Bill Payment,8486.09,ATM,POS Terminal,Kano,No,Successful,Yes
FT-T007478,FT-C01481,2/26/26 1:58,Card Purchase,55400.77,Web,ATM Terminal,Kaduna,No,Successful,No
FT-T007479,FT-C00361,2/26/26 2:09,Card Purchase,3069.3,ATM,Android,Abuja,No,Successful,No
FT-T007480,FT-C00765,2/26/26 2:19,Cash Withdrawal,10981.48,POS,Unspecified,Ibadan,No,Successful,No
FT-T007481,FT-C01239,2/26/26 2:30,Bill Payment,6137.38,USSD,Web Browser,Ibadan,No,Successful,No
FT-T007482,FT-C00287,2/26/26 2:41,Cash Withdrawal,1101.91,Mobile App,Web Browser,Enugu,No,Successful,Yes
FT-T007483,FT-C00768,2/26/26 2:52,Deposit,3189.33,Web,POS Terminal,Abuja,No,Successful,No
FT-T007484,FT-C00925,2/26/26 3:03,Transfer,15093.02,Mobile App,Android,Enugu,No,Successful,Yes
FT-T007485,FT-C00369,2/26/26 3:13,Card Purchase,1791.92,Mobile App,Android,Kano,No,Successful,No
FT-T007486,FT-C01493,2/26/26 3:24,Card Purchase,8530.84,POS,Unspecified,Ibadan,No,Successful,No
FT-T007487,FT-C00899,2/26/26 3:35,Transfer,1043.1,Mobile App,Android,Lagos,No,Successful,No
FT-T007488,FT-C01210,2/26/26 3:46,Card Purchase,50987.48,Mobile App,Android,Benin City,No,Successful,No
FT-T007489,FT-C01498,2/26/26 3:57,Airtime/Data,13040.76,POS,Android,Port Harcourt,No,Successful,Yes
FT-T007490,FT-C01085,2/26/26 4:07,Card Purchase,21781.66,Mobile App,ATM Terminal,Port Harcourt,No,Successful,Yes
FT-T007491,FT-C00262,2/26/26 4:18,Transfer,18576.86,POS,Android,Abuja,No,Successful,No
FT-T007492,FT-C00788,2/26/26 4:29,Card Purchase,3633.1,Mobile App,iOS,Kano,No,Successful,No
FT-T007493,FT-C00111,2/26/26 4:40,Cash Withdrawal,43347.27,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T007494,FT-C00942,2/26/26 4:51,Card Purchase,44579.27,Mobile App,Android,Abuja,No,Successful,No
FT-T007495,FT-C00141,2/26/26 5:01,Card Purchase,52907.02,POS,iOS,Kaduna,No,Successful,No
FT-T007496,FT-C00745,2/26/26 5:12,Transfer,5318.73,POS,POS Terminal,Enugu,No,Successful,No
FT-T007497,FT-C00535,2/26/26 5:23,Card Purchase,1037.39,ATM,iOS,Enugu,No,Successful,Yes
FT-T007498,FT-C00079,2/26/26 5:34,Bill Payment,3058.67,Web,Android,Enugu,No,Successful,No
FT-T007499,FT-C01055,2/26/26 5:45,Cash Withdrawal,1043.58,Web,POS Terminal,Abuja,No,Successful,No
FT-T007500,FT-C00509,2/26/26 5:55,Transfer,8897.87,ATM,Android,Kano,Yes,Successful,Yes
FT-T007501,FT-C00971,2/26/26 6:06,Airtime/Data,547.17,USSD,Android,Kano,No,Successful,No
FT-T007502,FT-C00066,2/26/26 6:17,Transfer,107879.65,USSD,ATM Terminal,Lagos,No,Successful,No
FT-T007503,FT-C01395,2/26/26 6:28,Transfer,49263.96,POS,Android,Abuja,No,Successful,No
FT-T007504,FT-C00287,2/26/26 6:39,Bill Payment,573.8,ATM,Android,Abuja,No,Failed,No
FT-T007505,FT-C01200,2/26/26 6:49,Bill Payment,1073.94,Mobile App,iOS,Lagos,No,Successful,No
FT-T007506,FT-C00123,2/26/26 7:00,Transfer,19986.41,Mobile App,Android,Ibadan,No,Successful,No
FT-T007507,FT-C01255,2/26/26 7:11,Cash Withdrawal,30350.11,Web,ATM Terminal,Benin City,No,Successful,No
FT-T007508,FT-C00555,2/26/26 7:22,Transfer,93417.15,Mobile App,Android,Kano,No,Successful,No
FT-T007509,FT-C01004,2/26/26 7:33,Airtime/Data,41055.76,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T007510,FT-C00004,2/26/26 7:43,Bill Payment,20611.44,Web,iOS,Kaduna,No,Successful,Yes
FT-T007511,FT-C00412,2/26/26 7:54,Transfer,20357.64,Web,iOS,Benin City,No,Successful,No
FT-T007512,FT-C00250,2/26/26 8:05,Transfer,8380.75,ATM,iOS,Enugu,No,Successful,No
FT-T007513,FT-C01369,2/26/26 8:16,Cash Withdrawal,58903.68,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007514,FT-C01357,2/26/26 8:27,Cash Withdrawal,174372.41,Web,Android,Abuja,No,Successful,Yes
FT-T007515,FT-C00453,2/26/26 8:37,Deposit,15966.81,ATM,iOS,Abuja,No,Successful,No
FT-T007516,FT-C00158,2/26/26 8:48,Airtime/Data,3783.61,USSD,iOS,Kaduna,No,Successful,No
FT-T007517,FT-C00837,2/26/26 8:59,Card Purchase,1127.96,Mobile App,Web Browser,Kano,No,Failed,No
FT-T007518,FT-C01014,2/26/26 9:10,Deposit,275155,ATM,Web Browser,Enugu,No,Successful,Yes
FT-T007519,FT-C01294,2/26/26 9:21,Card Purchase,28800.93,Mobile App,Web Browser,Ibadan,No,Successful,No
FT-T007520,FT-C01442,2/26/26 9:31,Card Purchase,2901.03,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T007521,FT-C01464,2/26/26 9:42,Bill Payment,51307.39,Mobile App,Android,Kaduna,No,Successful,No
FT-T007522,FT-C01053,2/26/26 9:53,Transfer,369051.99,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T007523,FT-C00978,2/26/26 10:04,Transfer,3559,POS,Android,Kano,No,Successful,No
FT-T007524,FT-C00335,2/26/26 10:15,Deposit,3396.09,POS,Android,Kano,Yes,Successful,No
FT-T007525,FT-C01262,2/26/26 10:25,Card Purchase,61410.63,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T007526,FT-C00153,2/26/26 10:36,Airtime/Data,3732.18,Web,ATM Terminal,Ibadan,No,Successful,Yes
FT-T007527,FT-C00749,2/26/26 10:47,Transfer,204931.31,Mobile App,Android,Kano,No,Successful,Yes
FT-T007528,FT-C00834,2/26/26 10:58,Card Purchase,2770.63,Web,iOS,Enugu,No,Successful,No
FT-T007529,FT-C01139,2/26/26 11:09,Card Purchase,12357.57,Mobile App,Android,Benin City,No,Successful,No
FT-T007530,FT-C00808,2/26/26 11:19,Card Purchase,12042.13,Mobile App,Android,Ibadan,No,Successful,No
FT-T007531,FT-C00758,2/26/26 11:30,Airtime/Data,322.13,Mobile App,iOS,Benin City,No,Successful,No
FT-T007532,FT-C01423,2/26/26 11:41,Card Purchase,170945.45,POS,Web Browser,Enugu,No,Successful,Yes
FT-T007533,FT-C01056,2/26/26 11:52,Card Purchase,20988.36,Mobile App,iOS,Enugu,No,Successful,No
FT-T007534,FT-C00532,2/26/26 12:03,Card Purchase,20999.91,ATM,Android,Lagos,No,Successful,No
FT-T007535,FT-C00053,2/26/26 12:13,Bill Payment,2410.33,Mobile App,Android,Abuja,No,Successful,No
FT-T007536,FT-C00718,2/26/26 12:24,Card Purchase,19230.1,POS,POS Terminal,Enugu,No,Successful,No
FT-T007537,FT-C01219,2/26/26 12:35,Cash Withdrawal,99409.21,Mobile App,iOS,Kano,No,Successful,No
FT-T007538,FT-C01329,2/26/26 12:46,Bill Payment,37227.48,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T007539,FT-C00345,2/26/26 12:57,Transfer,260651.83,Web,Android,Benin City,No,Failed,No
FT-T007540,FT-C01106,2/26/26 13:07,Airtime/Data,251.93,USSD,POS Terminal,Enugu,No,Successful,No
FT-T007541,FT-C00001,2/26/26 13:18,Deposit,3312.55,POS,Android,Enugu,No,Successful,No
FT-T007542,FT-C00167,2/26/26 13:29,Card Purchase,28188.85,Web,Android,Kaduna,No,Successful,Yes
FT-T007543,FT-C00317,2/26/26 13:40,Bill Payment,36107.79,Mobile App,iOS,Port Harcourt,No,Failed,No
FT-T007544,FT-C01207,2/26/26 13:51,Bill Payment,17806.46,Mobile App,iOS,Enugu,No,Successful,No
FT-T007545,FT-C00965,2/26/26 14:01,Deposit,2549.44,POS,Android,Port Harcourt,No,Failed,No
FT-T007546,FT-C00898,2/26/26 14:12,Transfer,28614.87,POS,Web Browser,Kaduna,No,Successful,Yes
FT-T007547,FT-C00273,2/26/26 14:23,Bill Payment,26364.42,Web,Android,Benin City,No,Successful,No
FT-T007548,FT-C00373,2/26/26 14:34,Transfer,1269.53,Mobile App,Android,Ibadan,Yes,Successful,Yes
FT-T007549,FT-C01386,2/26/26 14:45,Transfer,731,POS,iOS,Lagos,No,Successful,No
FT-T007550,FT-C00900,2/26/26 14:55,Bill Payment,1928.71,Web,Android,Benin City,No,Successful,No
FT-T007551,FT-C00201,2/26/26 15:06,Deposit,1812.17,Mobile App,Android,Lagos,No,Successful,No
FT-T007552,FT-C01216,2/26/26 15:17,Cash Withdrawal,2270.85,Mobile App,Android,Kano,No,Successful,No
FT-T007553,FT-C01365,2/26/26 15:28,Cash Withdrawal,3073.82,Mobile App,iOS,Benin City,No,Successful,No
FT-T007554,FT-C01323,2/26/26 15:39,Bill Payment,8319.7,ATM,ATM Terminal,Enugu,No,Successful,No
FT-T007555,FT-C00140,2/26/26 15:49,Airtime/Data,263.43,POS,Android,Lagos,No,Successful,No
FT-T007556,FT-C00306,2/26/26 16:00,Card Purchase,14355.55,POS,iOS,Port Harcourt,No,Successful,No
FT-T007557,FT-C01220,2/26/26 16:11,Transfer,3611.2,ATM,POS Terminal,Benin City,No,Successful,No
FT-T007558,FT-C01085,2/26/26 16:22,Deposit,7648.2,POS,Android,Lagos,No,Successful,No
FT-T007559,FT-C00360,2/26/26 16:33,Card Purchase,146116.99,Mobile App,Web Browser,Kano,No,Successful,Yes
FT-T007560,FT-C00307,2/26/26 16:43,Transfer,119560,Mobile App,Android,Abuja,No,Successful,No
FT-T007561,FT-C00333,2/26/26 16:54,Cash Withdrawal,10400.83,Mobile App,iOS,Benin City,No,Successful,Yes
FT-T007562,FT-C01107,2/26/26 17:05,Cash Withdrawal,11829.56,USSD,ATM Terminal,Port Harcourt,No,Failed,No
FT-T007563,FT-C00334,2/26/26 17:16,Card Purchase,625.22,ATM,POS Terminal,Benin City,No,Reversed,Yes
FT-T007564,FT-C00517,2/26/26 17:27,Deposit,252815.46,POS,POS Terminal,Ibadan,No,Reversed,Yes
FT-T007565,FT-C00731,2/26/26 17:37,Transfer,513.75,Web,Android,Kaduna,No,Successful,Yes
FT-T007566,FT-C00924,2/26/26 17:48,Transfer,1335.98,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007567,FT-C00766,2/26/26 17:59,Card Purchase,9137.61,Mobile App,ATM Terminal,Kano,No,Successful,No
FT-T007568,FT-C01498,2/26/26 18:10,Transfer,1801.49,POS,iOS,Port Harcourt,No,Successful,Yes
FT-T007569,FT-C01418,2/26/26 18:21,Card Purchase,17182.26,Mobile App,iOS,Lagos,No,Successful,No
FT-T007570,FT-C00785,2/26/26 18:32,Card Purchase,307.07,POS,Android,Kano,No,Successful,No
FT-T007571,FT-C01404,2/26/26 18:42,Deposit,1905.43,Mobile App,Android,Kano,No,Successful,No
FT-T007572,FT-C00021,2/26/26 18:53,Deposit,149830.24,Mobile App,Android,Abuja,No,Successful,No
FT-T007573,FT-C00879,2/26/26 19:04,Card Purchase,11989.06,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T007574,FT-C00177,2/26/26 19:15,Transfer,570.76,POS,ATM Terminal,Enugu,No,Successful,No
FT-T007575,FT-C01387,2/26/26 19:26,Card Purchase,1119.19,Mobile App,Android,Port Harcourt,No,Successful,Yes
FT-T007576,FT-C00022,2/26/26 19:36,Cash Withdrawal,3741.28,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007577,FT-C00837,2/26/26 19:47,Transfer,161176.17,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T007578,FT-C00960,2/26/26 19:58,Bill Payment,10949.8,Mobile App,iOS,Kano,No,Successful,No
FT-T007579,FT-C00548,2/26/26 20:09,Card Purchase,9578.14,Web,Web Browser,Lagos,No,Successful,No
FT-T007580,FT-C00250,2/26/26 20:20,Airtime/Data,171.4,USSD,Android,Enugu,No,Successful,No
FT-T007581,FT-C00661,2/26/26 20:30,Card Purchase,20054.56,POS,Android,Abuja,Yes,Successful,No
FT-T007582,FT-C00952,2/26/26 20:41,Deposit,2776.64,Mobile App,iOS,Abuja,No,Reversed,No
FT-T007583,FT-C01097,2/26/26 20:52,Cash Withdrawal,17828.08,POS,Android,Ibadan,No,Successful,No
FT-T007584,FT-C01115,2/26/26 21:03,Cash Withdrawal,26369.64,Web,Android,Abuja,No,Successful,Yes
FT-T007585,FT-C01200,2/26/26 21:14,Bill Payment,43266.55,Mobile App,Android,Port Harcourt,Yes,Successful,No
FT-T007586,FT-C00126,2/26/26 21:24,Deposit,196979.47,ATM,Android,Ibadan,No,Failed,No
FT-T007587,FT-C01228,2/26/26 21:35,Cash Withdrawal,2856.68,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T007588,FT-C01270,2/26/26 21:46,Deposit,404254.93,POS,Android,Lagos,No,Successful,No
FT-T007589,FT-C00611,2/26/26 21:57,Transfer,509.46,ATM,POS Terminal,Abuja,No,Successful,Yes
FT-T007590,FT-C01295,2/26/26 22:08,Transfer,4723.25,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T007591,FT-C01010,2/26/26 22:18,Transfer,785.29,Web,Android,Abuja,No,Successful,No
FT-T007592,FT-C00044,2/26/26 22:29,Deposit,112516.43,Web,iOS,Port Harcourt,No,Successful,No
FT-T007593,FT-C00548,2/26/26 22:40,Transfer,15022.97,Web,Android,Lagos,No,Successful,No
FT-T007594,FT-C01192,2/26/26 22:51,Deposit,3145.79,Mobile App,Web Browser,Kano,No,Successful,Yes
FT-T007595,FT-C00435,2/26/26 23:02,Card Purchase,517.16,Web,Android,Enugu,No,Successful,No
FT-T007596,FT-C01054,2/26/26 23:12,Transfer,2327.44,ATM,iOS,Kaduna,No,Successful,No
FT-T007597,FT-C00794,2/26/26 23:23,Card Purchase,108419.66,POS,Web Browser,Kano,No,Successful,No
FT-T007598,FT-C00357,2/26/26 23:34,Card Purchase,22895.42,POS,iOS,Kano,No,Successful,No
FT-T007599,FT-C01272,2/26/26 23:45,Cash Withdrawal,3809.59,Mobile App,Web Browser,Ibadan,No,Reversed,No
FT-T007600,FT-C00253,2/26/26 23:56,Card Purchase,91217.67,Web,Android,Benin City,No,Successful,No
FT-T007601,FT-C00785,2/27/26 0:06,Transfer,1265.34,POS,Android,Kano,No,Successful,No
FT-T007602,FT-C00721,2/27/26 0:17,Deposit,90925.31,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007603,FT-C01406,2/27/26 0:28,Card Purchase,4543.66,POS,POS Terminal,Kano,No,Successful,Yes
FT-T007604,FT-C00737,2/27/26 0:39,Card Purchase,1669.34,Mobile App,iOS,Benin City,No,Successful,No
FT-T007605,FT-C00900,2/27/26 0:50,Deposit,5575.58,POS,Android,Abuja,No,Successful,No
FT-T007606,FT-C01443,2/27/26 1:00,Transfer,15082.19,ATM,iOS,Enugu,No,Successful,No
FT-T007607,FT-C00123,2/27/26 1:11,Card Purchase,116131.7,Web,iOS,Lagos,No,Successful,No
FT-T007608,FT-C01318,2/27/26 1:22,Card Purchase,34626.63,POS,ATM Terminal,Lagos,No,Successful,No
FT-T007609,FT-C00685,2/27/26 1:33,Card Purchase,20729.43,USSD,POS Terminal,Abuja,No,Successful,No
FT-T007610,FT-C00143,2/27/26 1:44,Transfer,192961.65,USSD,Android,Lagos,No,Successful,Yes
FT-T007611,FT-C01003,2/27/26 1:54,Transfer,24203.63,ATM,POS Terminal,Benin City,No,Successful,No
FT-T007612,FT-C00938,2/27/26 2:05,Card Purchase,1024.11,Mobile App,Unspecified,Enugu,No,Successful,No
FT-T007613,FT-C00511,2/27/26 2:16,Transfer,385263.36,POS,Android,Lagos,No,Successful,Yes
FT-T007614,FT-C00057,2/27/26 2:27,Transfer,18999.12,ATM,ATM Terminal,Abuja,No,Successful,No
FT-T007615,FT-C00042,2/27/26 2:38,Transfer,4269.94,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007616,FT-C00821,2/27/26 2:48,Card Purchase,43550.88,USSD,ATM Terminal,Ibadan,No,Successful,Yes
FT-T007617,FT-C01145,2/27/26 2:59,Transfer,11741.56,POS,Web Browser,Kano,No,Successful,No
FT-T007618,FT-C00343,2/27/26 3:10,Bill Payment,534.13,Web,ATM Terminal,Abuja,No,Successful,No
FT-T007619,FT-C00332,2/27/26 3:21,Deposit,8133.52,Web,iOS,Abuja,No,Successful,Yes
FT-T007620,FT-C01480,2/27/26 3:32,Bill Payment,5636.21,USSD,POS Terminal,Kaduna,No,Successful,No
